Defenders;Ready for chitchat-ting?;307
Defenders;Drop me a line...;307
Demogoblin;Hi there! Demogoblin on the Super Heroes Chit Chat!;308
Demogoblin;Ready for chitchat-ting?;308
Demogoblin;Drop me a line...;308
Destiny;Hi there! Destiny on the Super Heroes Chit Chat!;309
Destiny;Ready for chitchat-ting?;309
Destiny;Drop me a line...;309
Detective Soap;Hi there! Detective Soap on the Super Heroes Chit Chat!;310
Detective Soap;Ready for chitchat-ting?;310
Detective Soap;Drop me a line...;310
Deviants;Hi there! Deviants on the Super Heroes Chit Chat!;311
Deviants;Ready for chitchat-ting?;311
Deviants;Drop me a line...;311
Devil Dinosaur (HAS);Hi there! Devil Dinosaur (HAS) on the Super Heroes Chit Chat!;312
Devil Dinosaur (HAS);Ready for chitchat-ting?;312
Devil Dinosaur (HAS);Drop me a line...;312
Devos;Hi there! Devos on the Super Heroes Chit Chat!;313
Devos;Ready for chitchat-ting?;313
Devos;Drop me a line...;313
Dexter Bennett;Hi there! Dexter Bennett on the Super Heroes Chit Chat!;314
Dexter Bennett;Ready for chitchat-ting?;314
Dexter Bennett;Drop me a line...;314
Diablo;Hi there! Diablo on the Super Heroes Chit Chat!;315
Diablo;Ready for chitchat-ting?;315
Diablo;Drop me a line...;315
Diamondback (Rachel Leighton);Hi there! Diamondback (Rachel Leighton) on the Super Heroes Chit Chat!;316
Diamondback (Rachel Leighton);Ready for chitchat-ting?;316
Diamondback (Rachel Leighton);Drop me a line...;316
Dinah Soar;Hi there! Dinah Soar on the Super Heroes Chit Chat!;317
Dinah Soar;Ready for chitchat-ting?;317
Dinah Soar;Drop me a line...;317
Dirk Anger;Hi there! Dirk Anger on the Super Heroes Chit Chat!;318
Dirk Anger;Ready for chitchat-ting?;318
Dirk Anger;Drop me a line...;318
Doc Samson;Hi there! Doc Samson on the Super Heroes Chit Chat!;319
Doc Samson;Ready for chitchat-ting?;319
Doc Samson;Drop me a line...;319
Doctor Doom;Hi there! Doctor Doom on the Super Heroes Chit Chat!;320
Doctor Doom;Ready for chitchat-ting?;320
Doctor Doom;Drop me a line...;320
Doctor Doom (Ultimate);Hi there! Doctor Doom (Ultimate) on the Super Heroes Chit Chat!;321
Doctor Doom (Ultimate);Ready for chitchat-ting?;321
Doctor Doom (Ultimate);Drop me a line...;321
Doctor Faustus;Hi there! Doctor Faustus on the Super Heroes Chit Chat!;322
Doctor Faustus;Ready for chitchat-ting?;322
Doctor Faustus;Drop me a line...;322
Doctor Octopus;Hi there! Doctor Octopus on the Super Heroes Chit Chat!;323
Doctor Octopus;Ready for chitchat-ting?;323
Doctor Octopus;Drop me a line...;323
Doctor Octopus (Ultimate);Hi there! Doctor Octopus (Ultimate) on the Super Heroes Chit Chat!;324
Doctor Octopus (Ultimate);Ready for chitchat-ting?;324
Doctor Octopus (Ultimate);Drop me a line...;324
Doctor Spectrum;Hi there! Doctor Spectrum on the Super Heroes Chit Chat!;325
Doctor Spectrum;Ready for chitchat-ting?;325
Doctor Spectrum;Drop me a line...;325
Doctor Strange;Hi there! Doctor Strange on the Super Heroes Chit Chat!;326
Doctor Strange;Ready for chitchat-ting?;326
Doctor Strange;Drop me a line...;326
Doctor Strange (Ultimate);Hi there! Doctor Strange (Ultimate) on the Super Heroes Chit Chat!;327
Doctor Strange (Ultimate);Ready for chitchat-ting?;327
Doctor Strange (Ultimate);Drop me a line...;327
Dog Brother #1;Hi there! Dog Brother #1 on the Super Heroes Chit Chat!;328
Dog Brother #1;Ready for chitchat-ting?;328
Dog Brother #1;Drop me a line...;328
Domino;Hi there! Domino on the Super Heroes Chit Chat!;329
Domino;Ready for chitchat-ting?;329
Domino;Drop me a line...;329
Donald Blake;Hi there! Donald Blake on the Super Heroes Chit Chat!;330
Donald Blake;Ready for chitchat-ting?;330
Donald Blake;Drop me a line...;330
Doomsday Man;Hi there! Doomsday Man on the Super Heroes Chit Chat!;331
Doomsday Man;Ready for chitchat-ting?;331
Doomsday Man;Drop me a line...;331
Doop;Hi there! Doop on the Super Heroes Chit Chat!;332
Doop;Ready for chitchat-ting?;332
Doop;Drop me a line...;332
Doorman;Hi there! Doorman on the Super Heroes Chit Chat!;333
Doorman;Ready for chitchat-ting?;333
Doorman;Drop me a line...;333
Dorian Gray;Hi there! Dorian Gray on the Super Heroes Chit Chat!;334
Dorian Gray;Ready for chitchat-ting?;334
Dorian Gray;Drop me a line...;334
Dormammu;Hi there! Dormammu on the Super Heroes Chit Chat!;335
Dormammu;Ready for chitchat-ting?;335
Dormammu;Drop me a line...;335
Dormammu (Ultimate);Hi there! Dormammu (Ultimate) on the Super Heroes Chit Chat!;336
Dormammu (Ultimate);Ready for chitchat-ting?;336
Dormammu (Ultimate);Drop me a line...;336
Dr. Strange (Marvel: Avengers Alliance);Hi there! Dr. Strange (Marvel: Avengers Alliance) on the Super Heroes Chit Chat!;337
Dr. Strange (Marvel: Avengers Alliance);Ready for chitchat-ting?;337
Dr. Strange (Marvel: Avengers Alliance);Drop me a line...;337
Dracula;Hi there! Dracula on the Super Heroes Chit Chat!;338
Dracula;Ready for chitchat-ting?;338
Dracula;Drop me a line...;338
Dragon Lord;Hi there! Dragon Lord on the Super Heroes Chit Chat!;339
Dragon Lord;Ready for chitchat-ting?;339
Dragon Lord;Drop me a line...;339
Dragon Man;Hi there! Dragon Man on the Super Heroes Chit Chat!;340
Dragon Man;Ready for chitchat-ting?;340
Dragon Man;Drop me a line...;340
Drax;Hi there! Drax on the Super Heroes Chit Chat!;341
Drax;Ready for chitchat-ting?;341
Drax;Drop me a line...;341
Dreadnoughts;Hi there! Dreadnoughts on the Super Heroes Chit Chat!;342
Dreadnoughts;Ready for chitchat-ting?;342
Dreadnoughts;Drop me a line...;342
Dreaming Celestial;Hi there! Dreaming Celestial on the Super Heroes Chit Chat!;343
Dreaming Celestial;Ready for chitchat-ting?;343
Dreaming Celestial;Drop me a line...;343
Druig;Hi there! Druig on the Super Heroes Chit Chat!;344
Druig;Ready for chitchat-ting?;344
Druig;Drop me a line...;344
Dum Dum Dugan;Hi there! Dum Dum Dugan on the Super Heroes Chit Chat!;345
Dum Dum Dugan;Ready for chitchat-ting?;345
Dum Dum Dugan;Drop me a line...;345
Dust;Hi there! Dust on the Super Heroes Chit Chat!;346
Dust;Ready for chitchat-ting?;346
Dust;Drop me a line...;346
Earthquake;Hi there! Earthquake on the Super Heroes Chit Chat!;347
Earthquake;Ready for chitchat-ting?;347
Earthquake;Drop me a line...;347
Echo;Hi there! Echo on the Super Heroes Chit Chat!;348
Echo;Ready for chitchat-ting?;348
Echo;Drop me a line...;348
Eddie Brock;Hi there! Eddie Brock on the Super Heroes Chit Chat!;349
Eddie Brock;Ready for chitchat-ting?;349
Eddie Brock;Drop me a line...;349
Eddie Lau;Hi there! Eddie Lau on the Super Heroes Chit Chat!;350
Eddie Lau;Ready for chitchat-ting?;350
Eddie Lau;Drop me a line...;350
Edward Ted Forrester;Hi there! Edward Ted Forrester on the Super Heroes Chit Chat!;351
Edward Ted Forrester;Ready for chitchat-ting?;351
Edward Ted Forrester;Drop me a line...;351
Edwin Jarvis;Hi there! Edwin Jarvis on the Super Heroes Chit Chat!;352
Edwin Jarvis;Ready for chitchat-ting?;352
Edwin Jarvis;Drop me a line...;352
Ego;Hi there! Ego on the Super Heroes Chit Chat!;353
Ego;Ready for chitchat-ting?;353
Ego;Drop me a line...;353
Electro;Hi there! Electro on the Super Heroes Chit Chat!;354
Electro;Ready for chitchat-ting?;354
Electro;Drop me a line...;354
Electro (Ultimate);Hi there! Electro (Ultimate) on the Super Heroes Chit Chat!;355
Electro (Ultimate);Ready for chitchat-ting?;355
Electro (Ultimate);Drop me a line...;355
Elektra;Hi there! Elektra on the Super Heroes Chit Chat!;356
Elektra;Ready for chitchat-ting?;356
Elektra;Drop me a line...;356
Elektra (Ultimate);Hi there! Elektra (Ultimate) on the Super Heroes Chit Chat!;357
Elektra (Ultimate);Ready for chitchat-ting?;357
Elektra (Ultimate);Drop me a line...;357
Elements of Doom;Hi there! Elements of Doom on the Super Heroes Chit Chat!;358
Elements of Doom;Ready for chitchat-ting?;358
Elements of Doom;Drop me a line...;358
Elite;Hi there! Elite on the Super Heroes Chit Chat!;359
Elite;Ready for chitchat-ting?;359
Elite;Drop me a line...;359
Elixir;Hi there! Elixir on the Super Heroes Chit Chat!;360
Elixir;Ready for chitchat-ting?;360
Elixir;Drop me a line...;360
Elloe Kaifi;Hi there! Elloe Kaifi on the Super Heroes Chit Chat!;361
Elloe Kaifi;Ready for chitchat-ting?;361
Elloe Kaifi;Drop me a line...;361
Elsa Bloodstone;Hi there! Elsa Bloodstone on the Super Heroes Chit Chat!;362
Elsa Bloodstone;Ready for chitchat-ting?;362
Elsa Bloodstone;Drop me a line...;362
Emma Frost;Hi there! Emma Frost on the Super Heroes Chit Chat!;363
Emma Frost;Ready for chitchat-ting?;363
Emma Frost;Drop me a line...;363
Empath;Hi there! Empath on the Super Heroes Chit Chat!;364
Empath;Ready for chitchat-ting?;364
Empath;Drop me a line...;364
Emplate;Hi there! Emplate on the Super Heroes Chit Chat!;365
Emplate;Ready for chitchat-ting?;365
Emplate;Drop me a line...;365
Enchantress (Amora);Hi there! Enchantress (Amora) on the Super Heroes Chit Chat!;366
Enchantress (Amora);Ready for chitchat-ting?;366
Enchantress (Amora);Drop me a line...;366
Enchantress (Sylvie Lushton);Hi there! Enchantress (Sylvie Lushton) on the Super Heroes Chit Chat!;367
Enchantress (Sylvie Lushton);Ready for chitchat-ting?;367
Enchantress (Sylvie Lushton);Drop me a line...;367
Ender Wiggin;Hi there! Ender Wiggin on the Super Heroes Chit Chat!;368
Ender Wiggin;Ready for chitchat-ting?;368
Ender Wiggin;Drop me a line...;368
Energizer;Hi there! Energizer on the Super Heroes Chit Chat!;369
Energizer;Ready for chitchat-ting?;369
Energizer;Drop me a line...;369
Epoch;Hi there! Epoch on the Super Heroes Chit Chat!;370
Epoch;Ready for chitchat-ting?;370
Epoch;Drop me a line...;370
Erik the Red;Hi there! Erik the Red on the Super Heroes Chit Chat!;371
Erik the Red;Ready for chitchat-ting?;371
Erik the Red;Drop me a line...;371
Eternals;Hi there! Eternals on the Super Heroes Chit Chat!;372
Eternals;Ready for chitchat-ting?;372
Eternals;Drop me a line...;372
Eternity;Hi there! Eternity on the Super Heroes Chit Chat!;373
Eternity;Ready for chitchat-ting?;373
Eternity;Drop me a line...;373
Excalibur;Hi there! Excalibur on the Super Heroes Chit Chat!;374
Excalibur;Ready for chitchat-ting?;374
Excalibur;Drop me a line...;374
Exiles;Hi there! Exiles on the Super Heroes Chit Chat!;375
Exiles;Ready for chitchat-ting?;375
Exiles;Drop me a line...;375
Exodus;Hi there! Exodus on the Super Heroes Chit Chat!;376
Exodus;Ready for chitchat-ting?;376
Exodus;Drop me a line...;376
Expediter;Hi there! Expediter on the Super Heroes Chit Chat!;377
Expediter;Ready for chitchat-ting?;377
Expediter;Drop me a line...;377
Ezekiel;Hi there! Ezekiel on the Super Heroes Chit Chat!;378
Ezekiel;Ready for chitchat-ting?;378
Ezekiel;Drop me a line...;378
Ezekiel Stane;Hi there! Ezekiel Stane on the Super Heroes Chit Chat!;379
Ezekiel Stane;Ready for chitchat-ting?;379
Ezekiel Stane;Drop me a line...;379
Fabian Cortez;Hi there! Fabian Cortez on the Super Heroes Chit Chat!;380
Fabian Cortez;Ready for chitchat-ting?;380
Fabian Cortez;Drop me a line...;380
Falcon;Hi there! Falcon on the Super Heroes Chit Chat!;381
Falcon;Ready for chitchat-ting?;381
Falcon;Drop me a line...;381
Falcon/Sam Wilson (MAA);Hi there! Falcon/Sam Wilson (MAA) on the Super Heroes Chit Chat!;382
Falcon/Sam Wilson (MAA);Ready for chitchat-ting?;382
Falcon/Sam Wilson (MAA);Drop me a line...;382
Fallen One;Hi there! Fallen One on the Super Heroes Chit Chat!;383
Fallen One;Ready for chitchat-ting?;383
Fallen One;Drop me a line...;383
Famine;Hi there! Famine on the Super Heroes Chit Chat!;384
Famine;Ready for chitchat-ting?;384
Famine;Drop me a line...;384
Fantastic Four;Hi there! Fantastic Four on the Super Heroes Chit Chat!;385
Fantastic Four;Ready for chitchat-ting?;385
Fantastic Four;Drop me a line...;385
Fantastic Four (Ultimate);Hi there! Fantastic Four (Ultimate) on the Super Heroes Chit Chat!;386
Fantastic Four (Ultimate);Ready for chitchat-ting?;386
Fantastic Four (Ultimate);Drop me a line...;386
Fantastick Four;Hi there! Fantastick Four on the Super Heroes Chit Chat!;387
Fantastick Four;Ready for chitchat-ting?;387
Fantastick Four;Drop me a line...;387
Fantomex;Hi there! Fantomex on the Super Heroes Chit Chat!;388
Fantomex;Ready for chitchat-ting?;388
Fantomex;Drop me a line...;388
Fat Cobra;Hi there! Fat Cobra on the Super Heroes Chit Chat!;389
Fat Cobra;Ready for chitchat-ting?;389
Fat Cobra;Drop me a line...;389
Felicia Hardy;Hi there! Felicia Hardy on the Super Heroes Chit Chat!;390
Felicia Hardy;Ready for chitchat-ting?;390
Felicia Hardy;Drop me a line...;390
Fenris;Hi there! Fenris on the Super Heroes Chit Chat!;391
Fenris;Ready for chitchat-ting?;391
Fenris;Drop me a line...;391
Feral;Hi there! Feral on the Super Heroes Chit Chat!;392
Feral;Ready for chitchat-ting?;392
Feral;Drop me a line...;392
Fin Fang Foom;Hi there! Fin Fang Foom on the Super Heroes Chit Chat!;393
Fin Fang Foom;Ready for chitchat-ting?;393
Fin Fang Foom;Drop me a line...;393
Firebird;Hi there! Firebird on the Super Heroes Chit Chat!;394
Firebird;Ready for chitchat-ting?;394
Firebird;Drop me a line...;394
Firebrand;Hi there! Firebrand on the Super Heroes Chit Chat!;395
Firebrand;Ready for chitchat-ting?;395
Firebrand;Drop me a line...;395
Firedrake;Hi there! Firedrake on the Super Heroes Chit Chat!;396
Firedrake;Ready for chitchat-ting?;396
Firedrake;Drop me a line...;396
Firelord;Hi there! Firelord on the Super Heroes Chit Chat!;397
Firelord;Ready for chitchat-ting?;397
Firelord;Drop me a line...;397
Firestar;Hi there! Firestar on the Super Heroes Chit Chat!;398
Firestar;Ready for chitchat-ting?;398
Firestar;Drop me a line...;398
Firestar (Ultimate);Hi there! Firestar (Ultimate) on the Super Heroes Chit Chat!;399
Firestar (Ultimate);Ready for chitchat-ting?;399
Firestar (Ultimate);Drop me a line...;399
Fixer (Paul Norbert Ebersol);Hi there! Fixer (Paul Norbert Ebersol) on the Super Heroes Chit Chat!;400
Fixer (Paul Norbert Ebersol);Ready for chitchat-ting?;400
Fixer (Paul Norbert Ebersol);Drop me a line...;400
Flatman;Hi there! Flatman on the Super Heroes Chit Chat!;401
Flatman;Ready for chitchat-ting?;401
Flatman;Drop me a line...;401
Flying Dutchman;Hi there! Flying Dutchman on the Super Heroes Chit Chat!;402
Flying Dutchman;Ready for chitchat-ting?;402
Flying Dutchman;Drop me a line...;402
Foggy Nelson;Hi there! Foggy Nelson on the Super Heroes Chit Chat!;403
Foggy Nelson;Ready for chitchat-ting?;403
Foggy Nelson;Drop me a line...;403
Force Works;Hi there! Force Works on the Super Heroes Chit Chat!;404
Force Works;Ready for chitchat-ting?;404
Force Works;Drop me a line...;404
Forearm;Hi there! Forearm on the Super Heroes Chit Chat!;405
Forearm;Ready for chitchat-ting?;405
Forearm;Drop me a line...;405
Forge;Hi there! Forge on the Super Heroes Chit Chat!;406
Forge;Ready for chitchat-ting?;406
Forge;Drop me a line...;406
Forge (Ultimate);Hi there! Forge (Ultimate) on the Super Heroes Chit Chat!;407
Forge (Ultimate);Ready for chitchat-ting?;407
Forge (Ultimate);Drop me a line...;407
Forgotten One;Hi there! Forgotten One on the Super Heroes Chit Chat!;408
Forgotten One;Ready for chitchat-ting?;408
Forgotten One;Drop me a line...;408
Frank Castle;Hi there! Frank Castle on the Super Heroes Chit Chat!;409
Frank Castle;Ready for chitchat-ting?;409
Frank Castle;Drop me a line...;409
Frankenstein's Monster;Hi there! Frankenstein's Monster on the Super Heroes Chit Chat!;410
Frankenstein's Monster;Ready for chitchat-ting?;410
Frankenstein's Monster;Drop me a line...;410
Franklin Richards;Hi there! Franklin Richards on the Super Heroes Chit Chat!;411
Franklin Richards;Ready for chitchat-ting?;411
Franklin Richards;Drop me a line...;411
Franklin Storm;Hi there! Franklin Storm on the Super Heroes Chit Chat!;412
Franklin Storm;Ready for chitchat-ting?;412
Franklin Storm;Drop me a line...;412
Freak;Hi there! Freak on the Super Heroes Chit Chat!;413
Freak;Ready for chitchat-ting?;413
Freak;Drop me a line...;413
Frightful Four;Hi there! Frightful Four on the Super Heroes Chit Chat!;414
Frightful Four;Ready for chitchat-ting?;414
Frightful Four;Drop me a line...;414
Frog Thor;Hi there! Frog Thor on the Super Heroes Chit Chat!;415
Frog Thor;Ready for chitchat-ting?;415
Frog Thor;Drop me a line...;415
Frog-Man;Hi there! Frog-Man on the Super Heroes Chit Chat!;416
Frog-Man;Ready for chitchat-ting?;416
Frog-Man;Drop me a line...;416
Gabe Jones;Hi there! Gabe Jones on the Super Heroes Chit Chat!;417
Gabe Jones;Ready for chitchat-ting?;417
Gabe Jones;Drop me a line...;417
Galactus;Hi there! Galactus on the Super Heroes Chit Chat!;418
Galactus;Ready for chitchat-ting?;418
Galactus;Drop me a line...;418
Galia;Hi there! Galia on the Super Heroes Chit Chat!;419
Galia;Ready for chitchat-ting?;419
Galia;Drop me a line...;419
Gambit;Hi there! Gambit on the Super Heroes Chit Chat!;420
Gambit;Ready for chitchat-ting?;420
Gambit;Drop me a line...;420
Gamma Corps;Hi there! Gamma Corps on the Super Heroes Chit Chat!;421
Gamma Corps;Ready for chitchat-ting?;421
Gamma Corps;Drop me a line...;421
Gamora;Hi there! Gamora on the Super Heroes Chit Chat!;422
Gamora;Ready for chitchat-ting?;422
Gamora;Drop me a line...;422
Gamora (Marvel War of Heroes);Hi there! Gamora (Marvel War of Heroes) on the Super Heroes Chit Chat!;423
Gamora (Marvel War of Heroes);Ready for chitchat-ting?;423
Gamora (Marvel War of Heroes);Drop me a line...;423
Gargoyle;Hi there! Gargoyle on the Super Heroes Chit Chat!;424
Gargoyle;Ready for chitchat-ting?;424
Gargoyle;Drop me a line...;424
Gargoyle (Yuri Topolov);Hi there! Gargoyle (Yuri Topolov) on the Super Heroes Chit Chat!;425
Gargoyle (Yuri Topolov);Ready for chitchat-ting?;425
Gargoyle (Yuri Topolov);Drop me a line...;425
Garia;Hi there! Garia on the Super Heroes Chit Chat!;426
Garia;Ready for chitchat-ting?;426
Garia;Drop me a line...;426
Garrison Kane;Hi there! Garrison Kane on the Super Heroes Chit Chat!;427
Garrison Kane;Ready for chitchat-ting?;427
Garrison Kane;Drop me a line...;427
Gateway;Hi there! Gateway on the Super Heroes Chit Chat!;428
Gateway;Ready for chitchat-ting?;428
Gateway;Drop me a line...;428
Gauntlet (Joseph Green);Hi there! Gauntlet (Joseph Green) on the Super Heroes Chit Chat!;429
Gauntlet (Joseph Green);Ready for chitchat-ting?;429
Gauntlet (Joseph Green);Drop me a line...;429
Geiger;Hi there! Geiger on the Super Heroes Chit Chat!;430
Geiger;Ready for chitchat-ting?;430
Geiger;Drop me a line...;430
Gene Sailors;Hi there! Gene Sailors on the Super Heroes Chit Chat!;431
Gene Sailors;Ready for chitchat-ting?;431
Gene Sailors;Drop me a line...;431
Generation X;Hi there! Generation X on the Super Heroes Chit Chat!;432
Generation X;Ready for chitchat-ting?;432
Generation X;Drop me a line...;432
Genesis;Hi there! Genesis on the Super Heroes Chit Chat!;433
Genesis;Ready for chitchat-ting?;433
Genesis;Drop me a line...;433
Genis-Vell;Hi there! Genis-Vell on the Super Heroes Chit Chat!;434
Genis-Vell;Ready for chitchat-ting?;434
Genis-Vell;Drop me a line...;434
George Stacy (Ultimate);Hi there! George Stacy (Ultimate) on the Super Heroes Chit Chat!;435
George Stacy (Ultimate);Ready for chitchat-ting?;435
George Stacy (Ultimate);Drop me a line...;435
Gertrude Yorkes;Hi there! Gertrude Yorkes on the Super Heroes Chit Chat!;436
Gertrude Yorkes;Ready for chitchat-ting?;436
Gertrude Yorkes;Drop me a line...;436
Ghost Rider (Daniel Ketch);Hi there! Ghost Rider (Daniel Ketch) on the Super Heroes Chit Chat!;437
Ghost Rider (Daniel Ketch);Ready for chitchat-ting?;437
Ghost Rider (Daniel Ketch);Drop me a line...;437
Ghost Rider (Johnny Blaze);Hi there! Ghost Rider (Johnny Blaze) on the Super Heroes Chit Chat!;438
Ghost Rider (Johnny Blaze);Ready for chitchat-ting?;438
Ghost Rider (Johnny Blaze);Drop me a line...;438
Ghost Rider (Marvel War of Heroes);Hi there! Ghost Rider (Marvel War of Heroes) on the Super Heroes Chit Chat!;439
Ghost Rider (Marvel War of Heroes);Ready for chitchat-ting?;439
Ghost Rider (Marvel War of Heroes);Drop me a line...;439
Giant Girl;Hi there! Giant Girl on the Super Heroes Chit Chat!;440
Giant Girl;Ready for chitchat-ting?;440
Giant Girl;Drop me a line...;440
Giant Man;Hi there! Giant Man on the Super Heroes Chit Chat!;441
Giant Man;Ready for chitchat-ting?;441
Giant Man;Drop me a line...;441
Giant-dok;Hi there! Giant-dok on the Super Heroes Chit Chat!;442
Giant-dok;Ready for chitchat-ting?;442
Giant-dok;Drop me a line...;442
Giant-Man (Ultimate);Hi there! Giant-Man (Ultimate) on the Super Heroes Chit Chat!;443
Giant-Man (Ultimate);Ready for chitchat-ting?;443
Giant-Man (Ultimate);Drop me a line...;443
Gideon;Hi there! Gideon on the Super Heroes Chit Chat!;444
Gideon;Ready for chitchat-ting?;444
Gideon;Drop me a line...;444
Git Hoskins;Hi there! Git Hoskins on the Super Heroes Chit Chat!;445
Git Hoskins;Ready for chitchat-ting?;445
Git Hoskins;Drop me a line...;445
Gladiator (Kallark);Hi there! Gladiator (Kallark) on the Super Heroes Chit Chat!;446
Gladiator (Kallark);Ready for chitchat-ting?;446
Gladiator (Kallark);Drop me a line...;446
Gladiator (Melvin Potter);Hi there! Gladiator (Melvin Potter) on the Super Heroes Chit Chat!;447
Gladiator (Melvin Potter);Ready for chitchat-ting?;447
Gladiator (Melvin Potter);Drop me a line...;447
Glenn Talbot;Hi there! Glenn Talbot on the Super Heroes Chit Chat!;448
Glenn Talbot;Ready for chitchat-ting?;448
Glenn Talbot;Drop me a line...;448
Glorian;Hi there! Glorian on the Super Heroes Chit Chat!;449
Glorian;Ready for chitchat-ting?;449
Glorian;Drop me a line...;449
Goblin Queen;Hi there! Goblin Queen on the Super Heroes Chit Chat!;450
Goblin Queen;Ready for chitchat-ting?;450
Goblin Queen;Drop me a line...;450
Golden Guardian;Hi there! Golden Guardian on the Super Heroes Chit Chat!;451
Golden Guardian;Ready for chitchat-ting?;451
Golden Guardian;Drop me a line...;451
Goliath (Bill Foster);Hi there! Goliath (Bill Foster) on the Super Heroes Chit Chat!;452
Goliath (Bill Foster);Ready for chitchat-ting?;452
Goliath (Bill Foster);Drop me a line...;452
Gorgon;Hi there! Gorgon on the Super Heroes Chit Chat!;453
Gorgon;Ready for chitchat-ting?;453
Gorgon;Drop me a line...;453
Gorilla Man;Hi there! Gorilla Man on the Super Heroes Chit Chat!;454
Gorilla Man;Ready for chitchat-ting?;454
Gorilla Man;Drop me a line...;454
Grandmaster;Hi there! Grandmaster on the Super Heroes Chit Chat!;455
Grandmaster;Ready for chitchat-ting?;455
Grandmaster;Drop me a line...;455
Gravity;Hi there! Gravity on the Super Heroes Chit Chat!;456
Gravity;Ready for chitchat-ting?;456
Gravity;Drop me a line...;456
Great Lakes Avengers;Hi there! Great Lakes Avengers on the Super Heroes Chit Chat!;457
Great Lakes Avengers;Ready for chitchat-ting?;457
Great Lakes Avengers;Drop me a line...;457
Green Goblin (Barry Norman Osborn);Hi there! Green Goblin (Barry Norman Osborn) on the Super Heroes Chit Chat!;458
Green Goblin (Barry Norman Osborn);Ready for chitchat-ting?;458
Green Goblin (Barry Norman Osborn);Drop me a line...;458
Green Goblin (Harry Osborn);Hi there! Green Goblin (Harry Osborn) on the Super Heroes Chit Chat!;459
Green Goblin (Harry Osborn);Ready for chitchat-ting?;459
Green Goblin (Harry Osborn);Drop me a line...;459
Green Goblin (Ultimate);Hi there! Green Goblin (Ultimate) on the Super Heroes Chit Chat!;460
Green Goblin (Ultimate);Ready for chitchat-ting?;460
Green Goblin (Ultimate);Drop me a line...;460
Gressill;Hi there! Gressill on the Super Heroes Chit Chat!;461
Gressill;Ready for chitchat-ting?;461
Gressill;Drop me a line...;461
Grey Gargoyle;Hi there! Grey Gargoyle on the Super Heroes Chit Chat!;462
Grey Gargoyle;Ready for chitchat-ting?;462
Grey Gargoyle;Drop me a line...;462
Greymalkin;Hi there! Greymalkin on the Super Heroes Chit Chat!;463
Greymalkin;Ready for chitchat-ting?;463
Greymalkin;Drop me a line...;463
Grim Reaper;Hi there! Grim Reaper on the Super Heroes Chit Chat!;464
Grim Reaper;Ready for chitchat-ting?;464
Grim Reaper;Drop me a line...;464
Groot;Hi there! Groot on the Super Heroes Chit Chat!;465
Groot;Ready for chitchat-ting?;465
Groot;Drop me a line...;465
Guardian;Hi there! Guardian on the Super Heroes Chit Chat!;466
Guardian;Ready for chitchat-ting?;466
Guardian;Drop me a line...;466
Guardians of the Galaxy;Hi there! Guardians of the Galaxy on the Super Heroes Chit Chat!;467
Guardians of the Galaxy;Ready for chitchat-ting?;467
Guardians of the Galaxy;Drop me a line...;467
Guardsmen;Hi there! Guardsmen on the Super Heroes Chit Chat!;468
Guardsmen;Ready for chitchat-ting?;468
Guardsmen;Drop me a line...;468
Gunslinger;Hi there! Gunslinger on the Super Heroes Chit Chat!;469
Gunslinger;Ready for chitchat-ting?;469
Gunslinger;Drop me a line...;469
GW Bridge;Hi there! GW Bridge on the Super Heroes Chit Chat!;470
GW Bridge;Ready for chitchat-ting?;470
GW Bridge;Drop me a line...;470
Gwen Stacy;Hi there! Gwen Stacy on the Super Heroes Chit Chat!;471
Gwen Stacy;Ready for chitchat-ting?;471
Gwen Stacy;Drop me a line...;471
Gwen Stacy (Ultimate);Hi there! Gwen Stacy (Ultimate) on the Super Heroes Chit Chat!;472
Gwen Stacy (Ultimate);Ready for chitchat-ting?;472
Gwen Stacy (Ultimate);Drop me a line...;472
H.A.M.M.E.R.;Hi there! H.A.M.M.E.R. on the Super Heroes Chit Chat!;473
H.A.M.M.E.R.;Ready for chitchat-ting?;473
H.A.M.M.E.R.;Drop me a line...;473
H.E.R.B.I.E.;Hi there! H.E.R.B.I.E. on the Super Heroes Chit Chat!;474
H.E.R.B.I.E.;Ready for chitchat-ting?;474
H.E.R.B.I.E.;Drop me a line...;474
Hairball;Hi there! Hairball on the Super Heroes Chit Chat!;475
Hairball;Ready for chitchat-ting?;475
Hairball;Drop me a line...;475
Half-Life (Tony Masterson);Hi there! Half-Life (Tony Masterson) on the Super Heroes Chit Chat!;476
Half-Life (Tony Masterson);Ready for chitchat-ting?;476
Half-Life (Tony Masterson);Drop me a line...;476
Hammerhead;Hi there! Hammerhead on the Super Heroes Chit Chat!;477
Hammerhead;Ready for chitchat-ting?;477
Hammerhead;Drop me a line...;477
Hammerhead (Ultimate);Hi there! Hammerhead (Ultimate) on the Super Heroes Chit Chat!;478
Hammerhead (Ultimate);Ready for chitchat-ting?;478
Hammerhead (Ultimate);Drop me a line...;478
Hank Pym;Hi there! Hank Pym on the Super Heroes Chit Chat!;479
Hank Pym;Ready for chitchat-ting?;479
Hank Pym;Drop me a line...;479
Hannibal King;Hi there! Hannibal King on the Super Heroes Chit Chat!;480
Hannibal King;Ready for chitchat-ting?;480
Hannibal King;Drop me a line...;480
Happy Hogan;Hi there! Happy Hogan on the Super Heroes Chit Chat!;481
Happy Hogan;Ready for chitchat-ting?;481
Happy Hogan;Drop me a line...;481
